Year,CountyName,BirthRate
2018,LAOIS,12.1
2018,LEITRIM,12.7
2018,LIMERICK,13.05
2018,LONGFORD,13.2
2018,LOUTH,12.9
2018,MAYO,11.0
2018,MEATH,13.0
2018,MONAGHAN,13.1
2018,OFFALY,11.8
2018,ROSCOMMON,10.8
2018,SLIGO,12.0
2018,TIPPERARY,12.7
2018,WATERFORD,12.3
2018,WESTMEATH,13.4
2018,WEXFORD,11.8
2018,WICKLOW,11.5
2019,CARLOW,12.7
2019,CAVAN,12.4
2019,CLARE,10.9
2019,CORK,11.3
2019,DONEGAL,11.0
2019,DUBLIN,12.54
2019,GALWAY,12.0
2019,KERRY,10.3
2019,KILDARE,12.9
2019,KILKENNY,10.7
2019,LAOIS,12.5
2019,LEITRIM,12.9
2019,LIMERICK,12.5
2019,LONGFORD,13.7
2019,LOUTH,12.4
2019,MAYO,11.1
2019,MEATH,13.2
2019,MONAGHAN,11.7
2019,OFFALY,11.4
2019,ROSCOMMON,12.3
2019,SLIGO,11.2
2019,TIPPERARY,11.2
2019,WATERFORD,11.5
2019,WESTMEATH,12.4
2019,WEXFORD,11.6
2019,WICKLOW,11.7
2020,CARLOW,12.6
2020,CAVAN,12.9
2020,CLARE,10.6
2020,CORK,10.85
2020,DONEGAL,10.4
2020,DUBLIN,11.72
2020,GALWAY,10.9
2020,KERRY,9.8
2020,KILDARE,12.7
2020,KILKENNY,9.8
2020,LAOIS,10.7
2020,LEITRIM,11.5
2020,LIMERICK,11.95
2020,LONGFORD,12.5
2020,LOUTH,11.7
2020,MAYO,10.1
2020,MEATH,11.9
2020,MONAGHAN,12.0
2020,OFFALY,11.1
2020,ROSCOMMON,10.6
2020,SLIGO,11.1
2020,TIPPERARY,10.8
2020,WATERFORD,11.4
2020,WESTMEATH,12.8
2020,WEXFORD,10.9
2020,WICKLOW,10.9
2021,CARLOW,12.6
2021,CAVAN,12.2
2021,CLARE,11.0
2021,CORK,11.25
2021,DONEGAL,10.4
2021,DUBLIN,12.36
2021,GALWAY,11.65
2021,KERRY,11.0
2021,KILDARE,12.7
2021,KILKENNY,10.6
2021,LAOIS,11.8
2021,LEITRIM,12.1
2021,LIMERICK,11.95
2021,LONGFORD,12.6
2021,LOUTH,12.1
2021,MAYO,11.0
2021,MEATH,13.2
2021,MONAGHAN,13.1
2021,OFFALY,11.6
2021,ROSCOMMON,11.3
2021,SLIGO,11.4
2021,TIPPERARY,12.1
2021,WATERFORD,11.5
2021,WESTMEATH,13.0
2021,WEXFORD,11.4
2021,WICKLOW,11.7
2022,CARLOW,11.6
2022,CAVAN,12.1
2022,CLARE,9.6
2022,CORK,9.6
2022,DONEGAL,9.8
2022,DUBLIN,10.58
2022,GALWAY,9.95
2022,KERRY,9.2
2022,KILDARE,11.2
2022,KILKENNY,9.7
2022,LAOIS,10.1
2022,LEITRIM,11.0
2022,LIMERICK,11.15
2022,LONGFORD,11.0
2022,LOUTH,11.0
2022,MAYO,10.0
2022,MEATH,11.5
2022,MONAGHAN,10.5
2022,OFFALY,9.9
2022,ROSCOMMON,9.8
2022,SLIGO,9.5
2022,TIPPERARY,10.1
2022,WATERFORD,10.95
2022,WESTMEATH,11.3
2022,WEXFORD,10.5
2022,WICKLOW,10.2
2023,CARLOW,10.4
2023,CAVAN,11.8
2023,CLARE,9.4
2023,CORK,9.55
2023,DONEGAL,10.0
2023,DUBLIN,10.34
2023,GALWAY,9.85
2023,KERRY,8.8
2023,KILDARE,11.9
2023,KILKENNY,9.4
2023,LAOIS,10.2
2023,LEITRIM,9.3
2023,LIMERICK,11.05
2023,LONGFORD,11.2
2023,LOUTH,10.9
2023,MAYO,9.5
2023,MEATH,11.8
2023,MONAGHAN,11.0
2023,OFFALY,10.0
2023,ROSCOMMON,9.6
2023,SLIGO,9.9
2023,TIPPERARY,9.9
2023,WATERFORD,10.35
2023,WESTMEATH,11.1
2023,WEXFORD,10.6
2023,WICKLOW,9.8
