Year,CountyName,BirthRate
2016 ,Monaghan,13.10 
2016 ,Offaly,12.70 
2016 ,Roscommon,11.70 
2016 ,Sligo,12.00 
2016 ,Tipperary,12.85 
2016 ,Waterford,12.60 
2016 ,Westmeath,14.10 
2016 ,Wexford,12.60 
2016 ,Wicklow,13.40 
2017 ,Carlow,13.40 
2017 ,Cavan,13.70 
2017 ,Clare,11.90 
2017 ,Cork,12.05 
2017 ,Donegal,11.40 
2017 ,Dublin,13.74 
2017 ,Galway,12.75 
2017 ,Kerry,11.20 
2017 ,Kildare,14.00 
2017 ,Kilkenny,11.70 
2017 ,Laois,13.90 
2017 ,Leitrim,12.30 
2017 ,Limerick,13.25 
2017 ,Longford,13.10 
2017 ,Louth,13.30 
2017 ,Mayo,11.40 
2017 ,Meath,13.60 
2017 ,Monaghan,12.40 
2017 ,Offaly,12.70 
2017 ,Roscommon,11.70 
2017 ,Sligo,11.30 
2017 ,Tipperary,12.45 
2017 ,Waterford,12.00 
2017 ,Westmeath,14.20 
2017 ,Wexford,12.60 
2017 ,Wicklow,12.80 
2018 ,Carlow,14.30 
2018 ,Cavan,13.20 
2018 ,Clare,11.40 
2018 ,Cork,11.85 
2018 ,Donegal,11.60 
2018 ,Dublin,13.16 
2018 ,Galway,12.60 
2018 ,Kerry,11.00 
2018 ,Kildare,13.30 
2018 ,Kilkenny,11.10 
2018 ,Laois,12.10 
2018 ,Leitrim,12.70 
2018 ,Limerick,13.05 
2018 ,Longford,13.20 
2018 ,Louth,12.90 
2018 ,Mayo,11.00 
2018 ,Meath,13.00 
2018 ,Monaghan,13.10 
2018 ,Offaly,11.80 
2018 ,Roscommon,10.80 
2018 ,Sligo,12.00 
2018 ,Tipperary,12.70 
2018 ,Waterford,12.30 
2018 ,Westmeath,13.40 
2018 ,Wexford,11.80 
2018 ,Wicklow,11.50 
2019 ,Carlow,12.70 
2019 ,Cavan,12.40 
2019 ,Clare,10.90 
2019 ,Cork,11.30 
2019 ,Donegal,11.00 
2019 ,Dublin,12.54 
2019 ,Galway,12.00 
2019 ,Kerry,10.30 
2019 ,Kildare,12.90 
2019 ,Kilkenny,10.70 
2019 ,Laois,12.50 
2019 ,Leitrim,12.90 
2019 ,Limerick,12.50 
2019 ,Longford,13.70 
2019 ,Louth,12.40 
2019 ,Mayo,11.10 
2019 ,Meath,13.20 
2019 ,Monaghan,11.70 
2019 ,Offaly,11.40 
2019 ,Roscommon,12.30 
2019 ,Sligo,11.20 
2019 ,Tipperary,11.20 
2019 ,Waterford,11.50 
2019 ,Westmeath,12.40 
2019 ,Wexford,11.60 
2019 ,Wicklow,11.70 
2020 ,Carlow,12.60 
2020 ,Cavan,12.90 
2020 ,Clare,10.60 
2020 ,Cork,10.85 
2020 ,Donegal,10.40 
2020 ,Dublin,11.72 
2020 ,Galway,10.90 
2020 ,Kerry,9.80 
2020 ,Kildare,12.70 
2020 ,Kilkenny,9.80 
2020 ,Laois,10.70 
2020 ,Leitrim,11.50 
2020 ,Limerick,11.95 
2020 ,Longford,12.50 
2020 ,Louth,11.70 
2020 ,Mayo,10.10 
2020 ,Meath,11.90 
2020 ,Monaghan,12.00 
2020 ,Offaly,11.10 
2020 ,Roscommon,10.60 
2020 ,Sligo,11.10 
2020 ,Tipperary,10.80 
2020 ,Waterford,11.40 
2020 ,Westmeath,12.80 
2020 ,Wexford,10.90 
2020 ,Wicklow,10.90 
2021 ,Carlow,12.60 
2021 ,Cavan,12.20 
2021 ,Clare,11.00 
2021 ,Cork,11.25 
2021 ,Donegal,10.40 
2021 ,Dublin,12.36 
2021 ,Galway,11.65 
2021 ,Kerry,11.00 
2021 ,Kildare,12.70 
2021 ,Kilkenny,10.60 
2021 ,Laois,11.80 
2021 ,Leitrim,12.10 
2021 ,Limerick,11.95 
2021 ,Longford,12.60 
2021 ,Louth,12.10 
2021 ,Mayo,11.00 
2021 ,Meath,13.20 
2021 ,Monaghan,13.10 
2021 ,Offaly,11.60 
2021 ,Roscommon,11.30 
2021 ,Sligo,11.40 
2021 ,Tipperary,12.10 
2021 ,Waterford,11.50 
2021 ,Westmeath,13.00 
2021 ,Wexford,11.40 
2021 ,Wicklow,11.70 
2022 ,Carlow,11.60 
2022 ,Cavan,12.10 
2022 ,Clare,9.60 
2022 ,Cork,9.60 
2022 ,Donegal,9.80 
2022 ,Dublin,10.58 
2022 ,Galway,9.95 
2022 ,Kerry,9.20 
2022 ,Kildare,11.20 
2022 ,Kilkenny,9.70 
2022 ,Laois,10.10 
2022 ,Leitrim,11.00 
2022 ,Limerick,11.15 
2022 ,Longford,11.00 
2022 ,Louth,11.00 
2022 ,Mayo,10.00 
2022 ,Meath,11.50 
2022 ,Monaghan,10.50 
2022 ,Offaly,9.90 
2022 ,Roscommon,9.80 
2022 ,Sligo,9.50 
2022 ,Tipperary,10.10 
2022 ,Waterford,10.95 
2022 ,Westmeath,11.30 
2022 ,Wexford,10.50 
2022 ,Wicklow,10.20 
2023 ,Carlow,10.40 
2023 ,Cavan,11.80 
2023 ,Clare,9.40 
2023 ,Cork,9.55 
2023 ,Donegal,10.00 
2023 ,Dublin,10.34 
2023 ,Galway,9.85 
2023 ,Kerry,8.80 
2023 ,Kildare,11.90 
2023 ,Kilkenny,9.40 
2023 ,Laois,10.20 
2023 ,Leitrim,9.30 
2023 ,Limerick,11.05 
2023 ,Longford,11.20 
2023 ,Louth,10.90 
2023 ,Mayo,9.50 
2023 ,Meath,11.80 
2023 ,Monaghan,11.00 
2023 ,Offaly,10.00 
2023 ,Roscommon,9.60 
2023 ,Sligo,9.90 
2023 ,Tipperary,9.90 
2023 ,Waterford,10.35 
2023 ,Westmeath,11.10 
2023 ,Wexford,10.60 
2023 ,Wicklow,9.80 
